0.01916666667,0.4492753623,0.5507246377,0,0
0.2013888889,0.8082758621,0.1917241379,0,0
0.1011111111,0.7994505495,0.2005494505,0,0
0.02472222222,0.1123595506,0.8876404494,1,0
0.01555555556,0.75,0.25,0,0
0.03611111111,0.7615384615,0.2384615385,0,1
0.008055555556,0.6206896552,0.3793103448,0,0
0.03111111111,0.125,0.875,0,0
0.9788888889,0.4906356413,0.5093643587,0,1
0.08777777778,0.7183544304,0.2816455696,0,1
0.05111111111,0.7282608696,0.2717391304,1,1
0.01583333333,0.4912280702,0.5087719298,0,1
0.008333333333,0.2333333333,0.7666666667,1,1
0.01888888889,0.3676470588,0.6323529412,1,1
0.04083333333,0.2857142857,0.7142857143,0,1
0.05277777778,0.9,0.1,0,0
0.03722222222,0.5373134328,0.4626865672,0,1
0.04527777778,0.9018404908,0.0981595092,0,1
0.04222222222,0.4144736842,0.5855263158,0,1
0.03055555556,0.6363636364,0.3636363636,1,1
0.0125,0.4888888889,0.5111111111,1,1
0.01138888889,0.7073170732,0.2926829268,0,1
0.5922222222,0.7176360225,0.2823639775,0,1
